date,open_USD,high_USD,low_USD,close_USD,volume
17-12-2020,21335.52,23800,21230,22797.16,184882
16-12-2020,19426.43,21560,19278.6,21335.52,114306
15-12-2020,19273.69,19570,19050,19426.43,61834
14-12-2020,19174.99,19349,19000,19273.14,47257
13-12-2020,18808.69,19411,18711.12,19174.99,56560
12-12-2020,18036.53,18948.66,18020.7,18808.69,49519
11-12-2020,18254.81,18292.73,17572.33,18036.53,72610
10-12-2020,18541.29,18557.32,17911.12,18254.63,52890
09-12-2020,18324.11,18639.57,17650,18541.28,79585
08-12-2020,19166.9,19294.84,18200,18324.11,61626
07-12-2020,19358.67,19420.91,18902.88,19166.9,41372
06-12-2020,19147.66,19420,18857,19359.4,37043
05-12-2020,18650.51,19177,18500,19147.66,42922
04-12-2020,19422.34,19527,18565.31,18650.52,71283
03-12-2020,19204.08,19598,18867.2,19421.9,66689
02-12-2020,18764.96,19342,18330,19204.09,75911
01-12-2020,19695.87,19888,18001.12,18764.96,127698
30-11-2020,18185,19863.16,18184.99,19695.87,115463
29-11-2020,17719.84,18360.05,17517,18184.99,55329
28-11-2020,17139.53,17880.49,16865.56,17719.85,64910
27-11-2020,17149.47,17457.62,16438.08,17139.52,85297
26-11-2020,18718.83,18915.03,16188,17149.47,181005
25-11-2020,19160,19484.21,18500.27,18719.11,93266
24-11-2020,18368.01,19418.97,18018,19160.01,113581
23-11-2020,18413.88,18766,18000,18368,82961
22-11-2020,18703.8,18750,17610.86,18414.43,81645
21-11-2020,18655.66,18965.9,18308.58,18703.8,75577
20-11-2020,17802.81,18815.22,17740.04,18655.67,88423
19-11-2020,17777.75,18179.8,17335.65,17802.82,93009
18-11-2020,17659.38,18476.93,17214.45,17776.12,149019
17-11-2020,16713.08,17858.82,16538,17659.38,115221
16-11-2020,15957,16880,15864,16713.57,81300
15-11-2020,16069.56,16180,15774.72,15957,43596
14-11-2020,16320.04,16326.99,15670,16070.45,59116
13-11-2020,16291.85,16480,15952.35,16320.7,75691
12-11-2020,15684.25,16340.7,15440.64,16291.86,102196
11-11-2020,15297.21,15965,15272.68,15684.24,78469
10-11-2020,15328.41,15460,15072.46,15297.21,61681
09-11-2020,15475.1,15840,14805.54,15328.41,108976
08-11-2020,14818.3,15650,14703.88,15475.1,65547
07-11-2020,15579.93,15753.52,14344.22,14818.3,101431
06-11-2020,15590.02,15960,15166,15579.92,122618
05-11-2020,14144.01,15750,14093.56,15590.02,143741
04-11-2020,14023.53,14259,13525,14144.01,93016
03-11-2020,13549.63,14066.11,13284.99,14023.53,74115
02-11-2020,13761.49,13830,13195.05,13549.37,64566
01-11-2020,13791,13895,13603,13761.5,36285
31-10-2020,13560.1,14100,13411.5,13791,67339
30-10-2020,13455.69,13669.98,13115,13560.1,70657
29-10-2020,13266.4,13642.91,12920.77,13455.7,74872
28-10-2020,13636.16,13859.48,12888,13266.4,94440
27-10-2020,13052.15,13789.29,13019.87,13636.17,80796
26-10-2020,13029.64,13238.81,12765,13052.19,60951
25-10-2020,13111.73,13350,12888,13028.83,38481
24-10-2020,12923.06,13166.73,12870,13111.73,35952
23-10-2020,12968.84,13027.69,12720.08,12923.07,50386
22-10-2020,12780.75,13185,12678.08,12968.52,70038
21-10-2020,11910,13217.68,11886.95,12780.96,114584
20-10-2020,11751.46,12038.38,11677.59,11909.99,62134
19-10-2020,11503.14,11823.99,11407.96,11751.47,47414
18-10-2020,11360.31,11505,11346.22,11503.14,23284
17-10-2020,11319.24,11402.42,11255,11360.2,22368
16-10-2020,11505.13,11541.15,11200,11319.32,48797
15-10-2020,11417.89,11617.34,11250.83,11505.12,48760
14-10-2020,11420.57,11547.98,11280,11417.89,41415
13-10-2020,11528.24,11557,11300,11420.56,42205
12-10-2020,11369.02,11720.01,11172,11528.25,52825
11-10-2020,11293.22,11445,11221,11369.02,29043
10-10-2020,11050.64,11491,11050.51,11293.22,43648
09-10-2020,10925.44,11104.64,10829,11050.64,48240
08-10-2020,10666.4,10950,10530.41,10925.57,51959
07-10-2020,10599.65,10681.87,10546.17,10666.39,32811
06-10-2020,10792.2,10800,10525,10599.66,48674
05-10-2020,10666.62,10798,10615.64,10792.21,34025
04-10-2020,10542.07,10696.87,10517.87,10666.63,23212
03-10-2020,10570.4,10603.56,10496.46,10542.06,22298
02-10-2020,10619.13,10664.64,10374,10570.4,50130
01-10-2020,10776.59,10920,10437,10619.13,60866
30-09-2020,10840.58,10849.34,10665.13,10776.59,39596
29-09-2020,10696.11,10867.54,10635.87,10840.48,41874
28-09-2020,10774.26,10950,10626,10696.12,50095
27-09-2020,10728.59,10799,10594.82,10774.25,30549
26-09-2020,10686.57,10820.94,10644.68,10728.6,28420
25-09-2020,10736.33,10760.53,10556.24,10686.67,48101
24-09-2020,10241.46,10795.24,10190.93,10736.32,57676
23-09-2020,10529.61,10537.15,10136.82,10241.46,51876
22-09-2020,10417.22,10572.71,10353,10529.61,43991
21-09-2020,10920.28,10988.86,10296.35,10417.22,70683
20-09-2020,11080.64,11080.64,10723,10920.28,39157
19-09-2020,10933.4,11179.79,10887.37,11080.65,38440
18-09-2020,10940,11038.03,10812.84,10933.39,47266
17-09-2020,10954.01,11045.46,10745.83,10939.99,55601
16-09-2020,10785.23,11093,10661.22,10954.01,64991
15-09-2020,10671.77,10930.04,10606.48,10785.31,61822
14-09-2020,10332.84,10750,10212.34,10671.77,67059
13-09-2020,10440.67,10580.11,10200,10332.83,43837
12-09-2020,10387.89,10477.97,10269.25,10440.92,35379
11-09-2020,10336.86,10397.6,10200,10387.89,43830
10-09-2020,10219.29,10483.35,10070.83,10336.87,58253
09-09-2020,10126.66,10343,9981.01,10219.2,49347
08-09-2020,10373.45,10438,9850,10126.65,73491
07-09-2020,10255.89,10410.75,9875,10373.44,62620
06-09-2020,10166.69,10347.14,9994.86,10256.2,56368
05-09-2020,10446.25,10565.68,9825,10166.69,90001
04-09-2020,10138.29,10627.05,9875.5,10446.25,92733
03-09-2020,11388.54,11462.6,9960.8,10140.85,121950
02-09-2020,11921.97,11954.57,11160.1,11388.54,87221
01-09-2020,11649.51,12050.85,11515,11921.97,78148
31-08-2020,11711.17,11800.77,11570,11649.51,55353
30-08-2020,11465.84,11719,11458,11711.16,43177
29-08-2020,11526.9,11580.02,11417.04,11465.84,32973
28-08-2020,11330.38,11542.65,11276.89,11526.91,45953
27-08-2020,11461.42,11592.2,11125,11330.38,63246
26-08-2020,11318.42,11539.32,11244,11461.43,53998
25-08-2020,11748.19,11767.85,11117.64,11318.42,69590
24-08-2020,11648.12,11824.9,11585.09,11748.2,46212
23-08-2020,11663.51,11718.07,11514.13,11648.13,37900
22-08-2020,11531.23,11686,11376.81,11662.96,43678
21-08-2020,11853.54,11878,11485.81,11531.34,64448
20-08-2020,11754.38,11888,11668,11853.55,46085
19-08-2020,11945.1,12020.08,11561,11754.59,73940
18-08-2020,12281.15,12387.77,11817.93,11945.01,75923
17-08-2020,11910.99,12468,11769.78,12281.13,84734
16-08-2020,11852.4,11931.72,11686,11911,41368
15-08-2020,11760.55,11980,11680,11852.4,56237
14-08-2020,11779.77,11850,11634.03,11760.54,59818
13-08-2020,11564.34,11792.96,11270.36,11780,70132
12-08-2020,11392.09,11617.52,11150,11564.33,64909
11-08-2020,11892.9,11935,11125,11392.08,90748
10-08-2020,11681.69,12067.35,11450,11892.92,84952
09-08-2020,11761.02,11797.11,11521.97,11681.68,41493
08-08-2020,11594.36,11808.27,11512,11761.41,41858
07-08-2020,11762.47,11909.94,11322,11594.23,65755
06-08-2020,11744.91,11900,11562.5,11762.46,63529
05-08-2020,11191.99,11780.93,11093,11744.91,74970
04-08-2020,11219.68,11414.98,11000,11191.97,58629
03-08-2020,11071.36,11473,10936,11219.81,56931
02-08-2020,11801.17,12123.46,10518.5,11071.35,97553
01-08-2020,11335.46,11861,11220,11801.17,85087
31-07-2020,11099.79,11444,10960,11335.46,70063
30-07-2020,11100.52,11170,10831,11099.61,60794
29-07-2020,10906.27,11342.82,10812,11100.53,76838
28-07-2020,11029.96,11242.23,10565,10906.27,97267
27-07-2020,9931.54,11394.86,9917.21,11029.96,150188
26-07-2020,9700.42,10111,9650,9931.54,65279
25-07-2020,9538.1,9732.9,9513,9700.42,40679
24-07-2020,9603.27,9637,9463.44,9537.8,43931
23-07-2020,9518.16,9664,9440.33,9603.27,51856
22-07-2020,9390,9544,9261,9518.16,48815
21-07-2020,9160.78,9437.73,9152.8,9390,60413
20-07-2020,9208.99,9221.52,9131,9160.78,35458
19-07-2020,9170.3,9232.27,9101.35,9208.99,26052
18-07-2020,9154.31,9219.3,9121.1,9170.28,22554
17-07-2020,9133.72,9186.83,9089.81,9154.32,28054
16-07-2020,9197.6,9226.15,9047.25,9133.72,43375
15-07-2020,9255.85,9276.49,9160.57,9197.6,39053
14-07-2020,9242.61,9279.54,9113,9255.85,45772
13-07-2020,9303.31,9343.82,9200.89,9242.62,42740
12-07-2020,9234.02,9345,9157.5,9302.75,30872
11-07-2020,9288.34,9299.28,9178.25,9234.03,22561
10-07-2020,9232.42,9317.48,9125,9288.34,38295
09-07-2020,9436.06,9440.79,9160,9232.43,48044
08-07-2020,9257.4,9470,9231,9436.06,56140
07-07-2020,9342.47,9379.42,9203,9257.39,34587
06-07-2020,9069.41,9375,9055.92,9344.2,54463
05-07-2020,9135,9145.24,8893.03,9069.41,34073
04-07-2020,9057.79,9190,9040.04,9135.46,26441
03-07-2020,9086.54,9125,9037.47,9058.26,28943
02-07-2020,9231.99,9261.96,8940,9086.54,45725
01-07-2020,9138.08,9292,9080.1,9232,38488
30-06-2020,9192.93,9205,9064.89,9138.55,31463
29-06-2020,9116.16,9238,9024.67,9192.56,42120
28-06-2020,9012,9191,8948.06,9116.35,30688
27-06-2020,9162.21,9196.24,8833,9012,46290
26-06-2020,9249.49,9298,9045.45,9162.21,50292
25-06-2020,9298.33,9340,9009.69,9249.49,55831
24-06-2020,9624.33,9670,9208,9296.49,61571
23-06-2020,9685.69,9720,9577.03,9624.89,41031
22-06-2020,9294.69,9780,9277.09,9685.69,57895
21-06-2020,9358.95,9422,9281.54,9294.69,24316
20-06-2020,9310.23,9395,9170.95,9358.95,30329
19-06-2020,9386.32,9438.3,9215.79,9310.23,45330
18-06-2020,9465.13,9489,9280,9386.32,37381
17-06-2020,9526.97,9565,9236.61,9465.14,48046
16-06-2020,9426.05,9589,9373.09,9525.59,52052
15-06-2020,9342.1,9495,8910.45,9426.02,86107
14-06-2020,9473.34,9480.99,9245,9342.1,30055
13-06-2020,9464.96,9494.73,9351,9473.34,27759
12-06-2020,9278.88,9557.12,9232.51,9465.13,50119
11-06-2020,9885.22,9964,9113,9280.4,94418
10-06-2020,9772.44,9992.72,9704.18,9885,47130
09-06-2020,9782,9877,9570,9772.43,46024
08-06-2020,9746.99,9800,9633,9782.01,40664
07-06-2020,9666.85,9802,9372.46,9746.99,57952
06-06-2020,9621.17,9735,9531.05,9666.3,32752
05-06-2020,9788.14,9854.75,9581,9621.16,47788
04-06-2020,9666.32,9881.63,9450,9789.06,57456
03-06-2020,9518.02,9690,9365.21,9666.24,46252
02-06-2020,10202.71,10228.99,9266,9518.04,108970
01-06-2020,9448.27,10380,9421.67,10200.77,76649
31-05-2020,9697.72,9700,9381.41,9448.27,48333
30-05-2020,9426.6,9740,9331.23,9697.72,55665
29-05-2020,9575.87,9605.26,9330,9427.07,57374
28-05-2020,9204.07,9625.47,9110,9575.89,74110
27-05-2020,8841,9225,8811.73,9204.07,68910
26-05-2020,8900.35,9017.67,8700,8841.18,58299
25-05-2020,8718.14,8979.66,8642.72,8900.35,62833
24-05-2020,9179.01,9298,8700,8720.34,70379
23-05-2020,9170,9307.85,9070,9179.15,43526
22-05-2020,9067.51,9271,8933.52,9170,58943
21-05-2020,9511.43,9578.47,8815,9068.65,108928
20-05-2020,9775.13,9842,9326,9511.43,74923
19-05-2020,9733.93,9897.21,9474,9775.53,78539
18-05-2020,9681.11,9950,9464.23,9733.93,82006
17-05-2020,9380.81,9888,9322.1,9680.04,68647
16-05-2020,9315.96,9588,9220,9381.27,59587
15-05-2020,9791.97,9845.62,9150,9316.42,115890
14-05-2020,9309.35,9939,9256.76,9791.98,129565
13-05-2020,8810.99,9398,8792.99,9309.37,92466
12-05-2020,8562.04,8978.26,8528.78,8810.79,86522
11-05-2020,8722.77,9168,8200,8561.52,168807
10-05-2020,9539.1,9574.83,8117,8722.77,183865
09-05-2020,9800.02,9914.25,9520,9539.4,81950
08-05-2020,9986.3,10035.96,9705,9800.01,100683
07-05-2020,9143.4,10067,9021,9986.4,147154
06-05-2020,9021.36,9395,8906.21,9142.92,105925
05-05-2020,8871.92,9118.58,8760,9021.83,76480
